EVENT_ID,PSN,MAINTENANCE_START,MAINTENANCE_END,MAINTENANCE_USER,MAINTENANCE_CONTENT,AVG_PI_BEFORE,AVG_PI_AFTER,DIFF,P_VALUE,SIGNIFICANT_DROP
B1_SPUT_05_B1_SPUT_05#LP_20260801051414,B1_SPUT_05#LP,2026-08-01 08:30:00,2026-08-01 09:00:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.407,0.259,-0.148,0.0000,是
B1_WFCL_02_B1_WFCL_02#LP_20260801030855,B1_WFCL_02#LP,2026-08-01 22:10:00,2026-08-01 22:30:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.282,0.06,-0.222,0.0000,是
B1_OVEN_03_B1_OVEN_03#OVEN1_20260801030854,B1_OVEN_03#OVEN1,2026-08-01 21:50:00,2026-08-01 22:10:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.282,0.163,-0.118,0.0000,是
B1_OVEN_02_B1_OVEN_02#OVEN2_20260801030853,B1_OVEN_02#OVEN2,2026-08-01 21:30:00,2026-08-01 21:50:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.703,0.524,-0.179,0.0000,是
B1_SCOP_02_B1_SCOP_02#ST_20260801004527,B1_SCOP_02#ST,2026-08-01 21:10:00,2026-08-01 21:30:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.147,0.046,-0.102,0.0000,是
B1_STEP_02_B1_STEP_02#ST_20260801004235,B1_STEP_02#ST,2026-08-01 20:50:00,2026-08-01 21:10:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.218,0.118,-0.1,0.0000,是
B1_DEVP_01_B1_DEVP_01#12-2_20260801004153,B1_DEVP_01#12-2,2026-08-01 20:30:00,2026-08-01 20:50:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.171,0.313,0.142,1.0000,否
B1_DEVP_02_B1_DEVP_02#14-1_20260731053903,B1_DEVP_02#14-1,2026-07-31 19:57:00,2026-07-31 21:03:00,K22316,PM CLEAN,0.455,0.265,-0.19,0.0000,是
B1_COAT_03_B1_COAT_03#1-0_20260731023028,B1_COAT_03#1-0,2026-07-31 18:54:00,2026-08-01 00:00:00,K20835,PM CLEAN,0.172,0.206,0.034,0.9568,否
B1_DEVP_02_B1_DEVP_02#11-2_20260731011358,B1_DEVP_02#11-2,2026-07-31 19:57:00,2026-07-31 21:03:00,K22316,PM CLEAN,0.383,0.152,-0.23,0.0000,是
B1_COAT_07_B1_COAT_07#12-2_20260731003240,B1_COAT_07#12-2,2026-07-31 11:18:00,2026-07-31 12:59:00,K21152,PM CLEAN,0.24,0.175,-0.064,0.0000,是
B1_COAT_07_B1_COAT_07#11-1_20260731002630,B1_COAT_07#11-1,2026-07-31 11:18:00,2026-07-31 12:59:00,K21152,PM CLEAN,0.341,0.221,-0.119,0.0000,是
B1_REFW_01_B1_REFW_01#LP_20260731000023,B1_REFW_01#LP,2026-07-31 20:32:00,2026-08-01 00:00:00,D0408,PM CLEAN,0.42,0.117,-0.303,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-2_20260731000018,B1_DEVP_01#11-2,2026-07-31 19:57:00,2026-07-31 21:03:00,K22316,PM CLEAN,0.446,0.092,-0.354,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-1_20260731000017,B1_DEVP_01#11-1,2026-07-31 19:57:00,2026-07-31 21:03:00,K22316,PM CLEAN,0.2,0.15,-0.05,0.0000,是
B1_STEP_01_B1_STEP_01#ST_20260731000015,B1_STEP_01#ST,2026-07-31 09:54:00,2026-07-31 10:45:00,K21877,SETUP  CLEAN,0.171,0.122,-0.049,0.0001,是
B1_DEVP_03_B1_DEVP_03#12-1_20260730195417,B1_DEVP_03#12-1,2026-07-30 22:26:00,2026-07-31 01:38:00,K20628,PM CLEAN,0.175,0.187,0.012,0.7095,否
B1_DEVP_04_B1_DEVP_04#14-1_20260730194539,B1_DEVP_04#14-1,2026-07-31 02:35:00,2026-07-31 04:00:00,K20835,PM CLEAN,0.386,0.572,0.186,1.0000,否
B1_SCOP_03_B1_SCOP_03#ST_20260730190124,B1_SCOP_03#ST,2026-07-30 22:20:00,2026-07-30 22:35:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.527,0.288,-0.24,0.0000,是
B1_WFCL_02_B1_WFCL_02#LP_20260730190122,B1_WFCL_02#LP,2026-07-30 23:20:00,2026-07-30 23:35:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.181,0.091,-0.09,0.0000,是
B1_DEVP_02_B1_DEVP_02#11-1_20260730173155,B1_DEVP_02#11-1,2026-07-30 22:26:00,2026-07-30 23:44:00,K20628,PM CLEAN,0.472,0.244,-0.228,0.0000,是
B1_SCOP_09_B1_SCOP_09#PA_20260730170238,B1_SCOP_09#PA,2026-07-30 20:42:00,2026-07-30 21:26:00,G5319,PM CLEAN,0.279,0.161,-0.118,0.0000,是
B1_OVEN_01_B1_OVEN_01#OVEN1_20260730164609,B1_OVEN_01#OVEN1,2026-07-30 22:00:00,2026-07-30 22:15:00,K02190,"IPA清潔
Partical 0.5um : 2
                     5um : 0",0.504,0.623,0.119,1.0000,否
B1_COAT_04_B1_COAT_04#12-1_20260730160412,B1_COAT_04#12-1,2026-07-30 22:04:00,2026-07-31 10:04:00,K22235,PM Clean,0.259,0.277,0.017,0.8334,否
B1_COAT_04_B1_COAT_04#13-2_20260730152122,B1_COAT_04#13-2,2026-07-30 22:04:00,2026-07-31 10:04:00,K22235,PM CLEAN,0.317,0.142,-0.175,0.0000,是
B1_DECM_03_B1_DECM_03#LP_20260730140340,B1_DECM_03#LP,2026-07-31 00:00:00,2026-07-31 00:15:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO 
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.148,0.127,-0.021,0.0561,否
B1_DEVP_02_B1_DEVP_02#12-1_20260730133827,B1_DEVP_02#12-1,2026-07-30 22:26:00,2026-07-30 23:44:00,K20628,PM CLEAN,0.212,0.21,-0.002,0.4384,否
B1_DEVP_03_B1_DEVP_03#11-2_20260730115403,B1_DEVP_03#11-2,2026-07-30 22:26:00,2026-07-31 01:38:00,K20628,PM CLEAN,0.184,0.381,0.197,1.0000,否
B1_SHTZ_01_B1_SHTZ_01#ST_20260730105217,B1_SHTZ_01#ST,2026-07-30 23:00:00,2026-07-30 23:15:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.264,0.154,-0.11,0.0000,是
B1_COAT_07_B1_COAT_07#14-2_20260730101056,B1_COAT_07#14-2,2026-07-30 21:40:00,2026-07-30 21:55:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.44,0.417,-0.023,0.0106,是
B1_SCOP_06_B1_SCOP_06#ST_20260730094003,B1_SCOP_06#ST,2026-07-30 22:40:00,2026-07-30 22:55:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.466,0.149,-0.317,0.0000,是
B1_COAT_02_B1_COAT_02#12-1_20260730090155,B1_COAT_02#12-1,2026-07-30 22:06:00,2026-07-30 23:03:00,K20628,PM Clean,0.255,0.205,-0.05,0.0000,是
B1_PRRM_02_B1_PRRM_02#LP_20260730081641,B1_PRRM_02#LP,2026-07-30 11:20:00,2026-07-30 11:40:00,D1004,使用IPA，無塵布清潔Particle,0.148,0.149,0.001,0.5350,否
B1_DEVP_03_B1_DEVP_03#11-0_20260730055638,B1_DEVP_03#11-0,2026-07-30 22:26:00,2026-07-31 01:38:00,K20628,PM CLEAN,0.297,0.158,-0.139,0.0000,是
B1_AGST_11_B1_AGST_11#PA_20260730053547,B1_AGST_11#PA,2026-07-30 21:00:00,2026-07-30 21:15:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.209,0.171,-0.038,0.0098,是
B1_DECM_02_B1_DECM_02#LP_20260730034445,B1_DECM_02#LP,2026-07-31 00:20:00,2026-07-31 00:35:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO 
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.113,0.119,0.006,0.7288,否
B1_SCOP_06_B1_SCOP_06#PA_20260730033323,B1_SCOP_06#PA,2026-07-30 22:40:00,2026-07-30 22:55:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.287,0.224,-0.064,0.0005,是
B1_DEVP_04_B1_DEVP_04#11-0_20260730031238,B1_DEVP_04#11-0,2026-07-31 02:35:00,2026-07-31 04:00:00,K20835,PM CLEAN,0.472,0.678,0.206,1.0000,否
B1_RESZ_03_B1_RESZ_03#LP_20260730004830,B1_RESZ_03#LP,2026-07-30 04:00:00,2026-07-30 04:30:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.728,0.21,-0.518,0.0000,是
B1_SCOP_09_B1_SCOP_09#ST_20260730000225,B1_SCOP_09#ST,2026-07-30 20:42:00,2026-07-30 21:26:00,G5319,PM CLEAN,0.341,0.453,0.112,1.0000,否
B1_PRRM_03_B1_PRRM_03#LP_20260730000151,B1_PRRM_03#LP,2026-07-31 00:40:00,2026-07-31 00:55:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO 
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.154,0.213,0.058,1.0000,否
B1_RESZ_01_B1_RESZ_01#LP_20260730000149,B1_RESZ_01#LP,2026-07-31 01:00:00,2026-07-31 01:15:00,K21249,"Clean item : IPA clean and removed sensor, inverted it for 5min
measure value
0.5μm:0
5.0μm:0",0.104,0.061,-0.043,0.0000,是
B1_COAT_01_B1_COAT_01#LP1_20260730000127,B1_COAT_01#LP1,2026-07-30 21:20:00,2026-07-30 21:35:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.065,0.067,0.002,0.6732,否
